action_taken,action_taken_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,property_type,property_type_name,purchaser_type,purchaser_type_name,,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,population
1,Loan originated,2,Not Hispanic or Latino,164,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,604,109000,234,1101,965,4064
1,Loan originated,2,Not Hispanic or Latino,44,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,434,71300,382,1327,819,4990
1,Loan originated,2,Not Hispanic or Latino,79,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Cortland County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,993,60000,80,1841,1311,4590
1,Loan originated,2,Not Hispanic or Latino,250,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,New York County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),27380,71300,625,113,2128,8780
1,Loan originated,2,Not Hispanic or Latino,96,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Richmond County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12434,71300,309,3162,2793,8583
1,Loan originated,2,Not Hispanic or Latino,177,5,White,2,Female,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,605,109000,250,480,361,6208
1,Loan originated,2,Not Hispanic or Latino,14,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,445,109000,212,867,737,2554
1,Loan originated,2,Not Hispanic or Latino,80,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12533,71300,244,39,787,10064
1,Loan originated,2,Not Hispanic or Latino,62,3,Black or African American,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),198,71300,273,522,223,2148
1,Loan originated,2,Not Hispanic or Latino,300,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12441,109000,382,1389,1230,3715
1,Loan originated,1,Hispanic or Latino,156,5,White,3,"Information not provided by applicant in mail, Internet, or telephone application",1,Hispanic or Latino,5,White,3,"Information not provided by applicant in mail, Internet, or telephone application",Queens County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),608,71300,355,672,510,2319
1,Loan originated,2,Not Hispanic or Latino,18,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,449,71300,534,1159,677,3254
1,Loan originated,2,Not Hispanic or Latino,58,3,Black or African American,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",1213,69700,64,1930,939,4812
1,Loan originated,2,Not Hispanic or Latino,64,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,688,109000,315,1774,1637,4648
1,Loan originated,2,Not Hispanic or Latino,130,5,White,1,Male,1,Hispanic or Latino,5,White,2,Female,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),8916,71300,122,624,1421,4925
1,Loan originated,2,Not Hispanic or Latino,199,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),626,109000,275,1368,1322,4307
1,Loan originated,2,Not Hispanic or Latino,18,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,464,71300,495,663,429,1983
1,Loan originated,2,Not Hispanic or Latino,147,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Westchester County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),12579,71300,325,2115,1694,6899
1,Loan originated,2,Not Hispanic or Latino,69,3,Black or African American,2,Female,2,Not Hispanic or Latino,3,Black or African American,1,Male,Nassau County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",200,109000,275,1232,873,5559
1,Loan originated,2,Not Hispanic or Latino,73,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Richmond County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,9037,71300,155,1518,1148,3946
1,Loan originated,1,Hispanic or Latino,67,5,White,1,Male,1,Hispanic or Latino,5,White,1,Male,Suffolk County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",112,109000,260,672,633,2710
1,Loan originated,2,Not Hispanic or Latino,28,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Queens County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,467,71300,480,1538,1274,4475
1,Loan originated,2,Not Hispanic or Latino,92,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12603,71300,136,199,662,2481
1,Loan originated,2,Not Hispanic or Latino,226,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,714,109000,318,2221,2084,7121
1,Loan originated,2,Not Hispanic or Latino,37,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Monroe County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,173,69700,58,1415,1275,3616
1,Loan originated,2,Not Hispanic or Latino,28,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",116,109000,98,672,633,2710
1,Loan originated,2,Not Hispanic or Latino,50,2,Asian,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,473,71300,240,2643,1950,8525
1,Loan originated,2,Not Hispanic or Latino,547,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,New York County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12620,71300,404,14,137,5345
1,Loan originated,2,Not Hispanic or Latino,342,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,716,109000,260,1921,1819,6474
1,Loan originated,2,Not Hispanic or Latino,180,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Suffolk County,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",1957,109000,475,1314,1200,3711
1,Loan originated,2,Not Hispanic or Latino,70,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",122,109000,95,514,516,3499
1,Loan originated,2,Not Hispanic or Latino,26,2,Asian,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Kings County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,474,71300,370,1564,1351,4551
1,Loan originated,1,Hispanic or Latino,41,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,Richmond County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12630,71300,175,3162,2793,8583
1,Loan originated,2,Not Hispanic or Latino,266,5,White,2,Female,2,Not Hispanic or Latino,5,White,1,Male,Nassau County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),719,109000,216,2002,1757,6091
1,Loan originated,2,Not Hispanic or Latino,256,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Clinton County,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12561,60000,88,2146,959,5128
1,Loan originated,3,"Information not provided by applicant in mail, Internet, or telephone application",41,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5,No co-applicant,8,No co-applicant,5,No co-applicant,Franklin County,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),246763,60000,39,1369,698,2173
1,Loan originated,4,Not applicable,,7,Not applicable,4,Not applicable,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,2,Home improvement,1,Conventional,3,Not applicable,3,3,Multifamily dwelling,0,Loan was not originated or was not sold in calendar year covered by register,15441,71300,900,11,1410,11740
1,Loan originated,2,Not Hispanic or Latino,163,5,White,1,Male,5,No co-applicant,8,No co-applicant,5,No co-applicant,Suffolk County,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),27399,109000,200,1707,895,3368
1,Loan originated,2,Not Hispanic or Latino,109,5,White,1,Male,2,Not Hispanic or Latino,5,White,2,Female,Nassau County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),729,109000,298,1421,1303,4043
1,Loan originated,2,Not Hispanic or Latino,105,5,White,2,Female,5,No co-applicant,8,No co-applicant,5,No co-applicant,New York County,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,12595,71300,204,162,1489,8090
